,RT_vaccine_P0,prop_vaccine_RTs_P0,frequency_days_P0,nb_mentors_provax_P0,nb_mentors_antivax_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_vaccine_P1,prop_vaccine_RTs_P1,frequency_days_P1,nb_mentors_provax_P1,nb_mentors_antivax_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_vaccine_P2,prop_vaccine_RTs_P2,frequency_days_P2,nb_mentors_provax_P2,nb_mentors_antivax_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_vaccine_P3,prop_vaccine_RTs_P3,frequency_days_P3,nb_mentors_provax_P3,nb_mentors_antivax_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_vaccine_P4,prop_vaccine_RTs_P4,frequency_days_P4,nb_mentors_provax_P4,nb_mentors_antivax_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_vaccine_P5,prop_vaccine_RTs_P5,frequency_days_P5,nb_mentors_provax_P5,nb_mentors_antivax_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_vaccine_P6,prop_vaccine_RTs_P6,frequency_days_P6,nb_mentors_provax_P6,nb_mentors_antivax_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_vaccine_P7,prop_vaccine_RTs_P7,frequency_days_P7,nb_mentors_provax_P7,nb_mentors_antivax_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_vaccine_P8,prop_vaccine_RTs_P8,frequency_days_P8,nb_mentors_provax_P8,nb_mentors_antivax_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_vaccine_P9,prop_vaccine_RTs_P9,frequency_days_P9,nb_mentors_provax_P9,nb_mentors_antivax_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_vaccine_P10,prop_vaccine_RTs_P10,frequency_days_P10,nb_mentors_provax_P10,nb_mentors_antivax_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_vaccine_P11,prop_vaccine_RTs_P11,frequency_days_P11,nb_mentors_provax_P11,nb_mentors_antivax_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_vaccine_P12,prop_vaccine_RTs_P12,frequency_days_P12,nb_mentors_provax_P12,nb_mentors_antivax_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_vaccine_P13,prop_vaccine_RTs_P13,frequency_days_P13,nb_mentors_provax_P13,nb_mentors_antivax_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_vaccine_P14,prop_vaccine_RTs_P14,frequency_days_P14,nb_mentors_provax_P14,nb_mentors_antivax_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S716V,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.1304347826086956,0.0689655172413793,0.0,2.0,0.0003690000876311,0.3320610687022901,0.0001716758568439,42.0,0.1108179419525065,0.3793103448275862,0.0,4.0,0.002413607812056,0.3389030148928442,0.0003803610549671,92.0,0.0689138576779026,0.7241379310344828,0.0,8.0,9.952657861083136e-05,0.3444444444444444,0.0006804280139491,136.0,0.0272490482869164,0.896551724137931,0.0,8.0,0.0,0.3519905400078833,0.0011235923823771,124.0,0.0211423699914748,0.9310344827586208,0.0,10.0,0.0003279806117723,0.3508130081300813,0.0012114913736575,111.0,0.0322299651567944,0.896551724137931,0.0,10.0,0.0020178677858662,0.357504215851602,0.0010168681286302,105.0,0.0519031141868512,0.7586206896551724,0.0,5.0,0.0,0.3604599734630694,0.0009463288147848,97.0,0.0698344132469402,0.7586206896551724,0.0,6.0,0.0,0.3697597739048516,0.0009314912098111,75.0,0.0520833333333333,0.6896551724137931,0.0,6.0,0.0002207345176737,0.355584082156611,0.000780147431098,80.0,0.051249199231262,0.6551724137931034,0.0,5.0,0.0,0.3340790454884415,0.0007254796377737,96.0,0.0523446019629225,0.6896551724137931,0.0,6.0,0.0,0.3337061894108874,0.000782485599233,104.0,0.0579710144927536,0.7586206896551724,0.0,6.0,0.0,0.3477921062915201,0.0008313301219715,58.0,0.0719602977667493,0.4482758620689655,0.0,6.0,0.0017335064822821,0.3542542558239348,0.0008531264661744
S195V,15.0,0.0132860938883968,0.2758620689655172,5.0,0.0,0.0,0.3584483401715778,0.0005547609169681,7.0,0.0091984231274638,0.1724137931034483,5.0,0.0,0.0025916603404369,0.3471576689309975,0.0004600903232512,3.0,0.0070921985815602,0.1034482758620689,1.0,0.0,0.0,0.292481662591687,0.0003694087106307,5.0,0.0143266475644699,0.1379310344827586,3.0,0.0,0.0005280513756043,0.3227257004496714,0.0006186382830912,5.0,0.013477088948787,0.1379310344827586,2.0,0.0,0.0,0.3045186640471513,0.0006189481741328,1.0,0.0020491803278688,0.0344827586206896,1.0,0.0,0.0,0.2757023772769373,0.0002950142474652,2.0,0.0024968789013732,0.0689655172413793,2.0,0.0,0.0003684375165029,0.26504914004914,0.000488931453706,5.0,0.0059665871121718,0.1379310344827586,4.0,0.0,0.0033393471076215,0.2940360610263522,0.0009255734719932,4.0,0.0062305295950155,0.1034482758620689,3.0,0.0,0.0010964662952488,0.2913836253128352,0.0007958041193621,1.0,0.0016420361247947,0.0344827586206896,1.0,0.0,0.0,0.2713446249567922,0.0003490047971754,1.0,0.001926782273603,0.0344827586206896,1.0,0.0,0.0,0.2741669416034312,0.0003536120759691,2.0,0.0040983606557377,0.0689655172413793,2.0,0.0,0.0008377776172016,0.2930019620667102,0.0004288676933262,2.0,0.00390625,0.0689655172413793,2.0,0.0,0.002055202823343,0.2819785759294266,0.0003787401272378,4.0,0.006578947368421,0.1379310344827586,4.0,0.0,0.0115435360172756,0.3134906657273688,0.0005558738129746,3.0,0.0082644628099173,0.1034482758620689,3.0,0.0,0.0165980550177816,0.3027614102436193,0.0007554565959051
S327V,17.0,0.0643939393939393,0.4137931034482758,5.0,0.0,0.0,0.3584483401715778,0.0006070633646453,9.0,0.05,0.2413793103448276,4.0,0.0,0.0004180335783361,0.3494062612450522,0.0005341579298113,4.0,0.0216216216216216,0.1034482758620689,2.0,0.0,0.0,0.3001882057716437,0.0004224103709861,1.0,0.0035971223021582,0.0344827586206896,1.0,0.0,0.0,0.2789237668161435,0.0002466281990102,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0034722222222222,0.0344827586206896,1.0,0.0,0.0,0.2716763005780346,0.0002704756517465,2.0,0.0064516129032258,0.0689655172413793,2.0,0.0,0.0005206437057794,0.2758951406649616,0.0004267374720107,1.0,0.0036630036630036,0.0344827586206896,1.0,0.0,0.0,0.2532855436081243,0.0003497319193382,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0124223602484472,0.0689655172413793,2.0,0.0,0.0002190303137863,0.2814465408805031,0.0003572331953468,2.0,0.0204081632653061,0.0689655172413793,2.0,0.0,0.0014685717120255,0.2905648057460006,0.0003500537977791,0.0,0.0,0.0,0.0,0.0,,,
S184V,7.0,0.0108024691358024,0.1724137931034483,4.0,0.0,0.0040633974506105,0.3536989326463011,0.0003434227874664,4.0,0.0068143100511073,0.1034482758620689,3.0,0.0,0.0003237140404884,0.337269885376867,0.0003229454125525,4.0,0.009925558312655,0.1379310344827586,3.0,0.0,0.0003047977032828,0.301702395964691,0.0004212791844865,3.0,0.0101351351351351,0.1034482758620689,3.0,0.0,0.0010757594670037,0.293119698397738,0.000429261732941,3.0,0.0072463768115942,0.1034482758620689,2.0,0.0,0.0,0.2845777233782129,0.0004533889473615,5.0,0.0098814229249011,0.1724137931034483,2.0,0.0,0.0,0.2821484992101106,0.0006778776131278,5.0,0.0101010101010101,0.1724137931034483,4.0,0.0,0.0031667444239294,0.2939373297002725,0.000778103714569,4.0,0.0095693779904306,0.1034482758620689,3.0,0.0,0.0007801448822064,0.2866801893171061,0.000733865005359,2.0,0.0056338028169014,0.0344827586206896,1.0,0.0,0.0,0.2676518883415435,0.0004824362928791,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0025608194622279,0.0689655172413793,2.0,0.0,0.0009301361953821,0.276885043263288,0.0004211293154261,5.0,0.0067750677506775,0.1724137931034483,4.0,0.0,0.0009808156181859,0.2997320830542532,0.0006599952649935,5.0,0.0112107623318385,0.1724137931034483,4.0,0.0,0.0012878701126451,0.3057368601855033,0.0006413621028063,1.0,0.006060606060606,0.0344827586206896,1.0,0.0,0.0,0.2745876307919748,0.0003691464884241
S888V,90.0,0.091556459816887,0.9310344827586208,0.0,4.0,0.0,0.3358965396714435,0.0004548896257029,109.0,0.1057225994180407,0.9655172413793104,0.0,7.0,0.0,0.3384454513767863,0.0005755939172477,113.0,0.1058052434456928,0.9655172413793104,0.0,7.0,0.0,0.33984375,0.0007249252288392,98.0,0.1027253668763102,0.896551724137931,0.0,7.0,0.0020161993853707,0.343646408839779,0.0006752970295786,86.0,0.1154362416107382,0.896551724137931,0.0,8.0,0.0001155517597027,0.3444444444444444,0.0006510165423426,60.0,0.0950871632329635,0.7586206896551724,0.0,8.0,0.000542283179439,0.3519905400078833,0.0005995405097087,39.0,0.076171875,0.6206896551724138,0.0,8.0,0.0006753055572372,0.3499594484995945,0.000515964540433,27.0,0.054,0.5517241379310345,0.0,7.0,0.0017990386504734,0.3563025210084034,0.0003962335453397,18.0,0.035225048923679,0.4482758620689655,0.0,5.0,0.0003655089600602,0.3630289532293986,0.0003318461447498,10.0,0.0386100386100386,0.3103448275862069,0.0,3.0,0.0,0.3701084394153701,0.0002763687121621,4.0,0.1176470588235294,0.1379310344827586,0.0,1.0,0.0,0.3092668403423892,0.0002127348745126,1.0,0.05,0.0344827586206896,0.0,1.0,0.0,0.303728813559322,0.0001743457881635,1.0,0.05,0.0344827586206896,0.0,1.0,0.0,0.3205587392550143,0.0001741776418473,4.0,0.1176470588235294,0.1034482758620689,0.0,1.0,0.0,0.3193397918909221,0.0001949051524872,4.0,0.1739130434782608,0.1034482758620689,0.0,1.0,0.0,0.3102370006200051,0.0002379832567313
S768V,36.0,0.4556962025316455,0.7241379310344828,0.0,1.0,0.0,0.329222336416581,0.0002735769726625,50.0,0.5494505494505495,0.8275862068965517,0.0,3.0,0.0002050744431262,0.3315124615909867,0.000343774322443,46.0,0.5348837209302325,0.6896551724137931,0.0,3.0,0.0001342064558052,0.3343815513626834,0.0003842552660323,43.0,0.4387755102040816,0.5862068965517241,0.0,2.0,0.0,0.3362162162162162,0.0003838047798131,42.0,0.4375,0.4137931034482758,0.0,2.0,0.0,0.3342918763479511,0.0003954255371852,69.0,0.359375,0.4137931034482758,0.0,1.0,0.0,0.3435936898807233,0.0006430893167955,77.0,0.3130081300813008,0.4827586206896552,0.0,2.0,0.0,0.3355365474339036,0.0008009234080719,54.0,0.3396226415094339,0.3103448275862069,0.0,2.0,0.0,0.3392,0.0005756054369442,26.0,0.490566037735849,0.1379310344827586,0.0,1.0,0.0,0.353272648461205,0.0003705005815887,4.0,0.6666666666666666,0.0344827586206896,0.0,1.0,0.0,0.3573054164770141,0.0002207716174806,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S341V,15.0,0.006198347107438,0.3793103448275862,3.0,3.0,0.0031881676697402,0.4915601023017902,0.0004160057783525,9.0,0.0048491379310344,0.2758620689655172,2.0,2.0,5.8318222407677256e-05,0.4715881495871782,0.000339231466604,5.0,0.0034106412005457,0.1724137931034483,2.0,1.0,0.000848437379016,0.4406077348066298,0.0003154212982127,2.0,0.0017667844522968,0.0689655172413793,0.0,1.0,0.0,0.3345285048404446,0.0001709685573059,2.0,0.0021367521367521,0.0689655172413793,1.0,1.0,0.003617082297872,0.3613053613053613,0.0002634454912038,5.0,0.0038669760247486,0.1724137931034483,1.0,1.0,0.0,0.3756836348338241,0.0002972690174689,4.0,0.002710027100271,0.1379310344827586,1.0,1.0,0.0,0.3976958525345622,0.0003145688413077,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0019685039370078,0.0689655172413793,0.0,1.0,0.0,0.3573054164770141,0.0002058056560685,3.0,0.0034602076124567,0.1034482758620689,1.0,1.0,0.001701076378067,0.3866914844113541,0.0003442189647572,2.0,0.0011841326228537,0.0689655172413793,1.0,1.0,0.019267122403147,0.3767872161480236,0.0002922600541125,1.0,0.0005977286312014,0.0344827586206896,0.0,1.0,0.0,0.3259286234522942,0.0001736711015651,2.0,0.0013413816230717,0.0689655172413793,1.0,0.0,0.0,0.2635475273911756,0.0004133343864268,2.0,0.002008032128514,0.0689655172413793,1.0,0.0,0.0,0.2641590737730867,0.0005822375084404
S183V,4.0,0.005813953488372,0.1379310344827586,3.0,0.0,0.0020153777103085,0.3516282473472374,0.0002599370860183,4.0,0.0075046904315197,0.1379310344827586,3.0,0.0,0.0003903169455455,0.3178396072013093,0.0003342043722251,7.0,0.0057851239669421,0.1724137931034483,4.0,0.0,0.0028667454576205,0.3339148639218423,0.0006280357061061,9.0,0.004225352112676,0.2413793103448276,5.0,0.0,0.002208512675024,0.3297985153764581,0.0009522129535604,3.0,0.0015151515151515,0.1034482758620689,2.0,0.0,0.0,0.27177089421391,0.0004450868317731,2.0,0.0008445945945945,0.0689655172413793,2.0,0.0,0.0004174831937616,0.2794992175273865,0.0003715656479941,3.0,0.0010702818408847,0.1034482758620689,2.0,0.0,0.0,0.2791073738680465,0.0005252966253168,2.0,0.0007895775759968,0.0689655172413793,2.0,0.0,0.0010163451392506,0.2739018087855297,0.000454949992539,1.0,0.0005192107995846,0.0344827586206896,1.0,0.0,0.0,0.2581564776686728,0.00036742310544,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0007473841554559,0.0344827586206896,1.0,0.0,0.0,0.1933007676203768,0.000406942519197,1.0,0.0006626905235255,0.0344827586206896,1.0,0.0,0.0,0.2502793296089385,0.0003140282739329,3.0,0.0019047619047619,0.1034482758620689,2.0,0.0,0.0,0.2807402760351317,0.0004563254256787,5.0,0.0036496350364963,0.1724137931034483,3.0,0.0,0.0007915616440717,0.303857972004097,0.0006566193621983,2.0,0.0033057851239669,0.0689655172413793,2.0,0.0,0.0087088928240277,0.2929692021650367,0.0005646019773382
S50V,11.0,0.0460251046025104,0.3103448275862069,4.0,0.0,0.0,0.3536989326463011,0.000456115562307,13.0,0.0593607305936073,0.3448275862068966,5.0,0.0,0.0013108821056075,0.3476548514142499,0.0007178362242462,15.0,0.0678733031674208,0.3793103448275862,5.0,0.0,0.0014747114235305,0.3202811244979919,0.0011547524725722,11.0,0.0597826086956521,0.3448275862068966,4.0,0.0,0.0001705028968879,0.2966613672496025,0.0011248868707531,9.0,0.0580645161290322,0.3103448275862069,4.0,0.0,0.0,0.2975047984644913,0.0010249510156156,10.0,0.0641025641025641,0.2758620689655172,3.0,0.0,0.0,0.2959893934371893,0.0011860381606205,8.0,0.0449438202247191,0.2068965517241379,3.0,0.0,0.0,0.288628762541806,0.0011535723092334,4.0,0.0261437908496732,0.1379310344827586,2.0,0.0,0.0,0.2794990112063283,0.0007688642634203,5.0,0.0342465753424657,0.1724137931034483,2.0,0.0,0.0,0.2780620948481747,0.0008941323055404,6.0,0.0387096774193548,0.2068965517241379,3.0,0.0,0.0,0.2897748246585456,0.0012544673561922,7.0,0.0448717948717948,0.2068965517241379,4.0,0.0,0.0010816317525815,0.2914766748509295,0.0013442158281581,5.0,0.0260416666666666,0.1379310344827586,4.0,0.0,0.0013443563330622,0.2909090909090909,0.0008052469532716,7.0,0.0256410256410256,0.1724137931034483,5.0,0.0,0.0015686199209762,0.3025693035835023,0.0008363811657426,14.0,0.0417910447761194,0.3793103448275862,5.0,0.0,0.0010760462278157,0.3080650744202146,0.0014364450328858,8.0,0.0432432432432432,0.2413793103448276,3.0,0.0,0.0,0.293631778574004,0.0016742000402955
S968V,0.0,0.0,0.0,0.0,0.0,,,,19.0,0.0954773869346733,0.1724137931034483,0.0,4.0,0.0007484603344161,0.3331046312178388,0.0002270786974362,81.0,0.0689948892674616,0.6551724137931034,0.0,6.0,0.0001490987970115,0.3360252808988764,0.0005595948526906,138.0,0.0610889774236387,1.0,0.0,7.0,0.0,0.3428886438809261,0.0008819684765268,131.0,0.0549036043587594,1.0,0.0,8.0,0.0001184224246144,0.3431734317343173,0.000898424693568,113.0,0.041225829989055,1.0,0.0,7.0,0.0002056794035943,0.3495107632093933,0.0009567895083558,101.0,0.0261522527187985,0.9655172413793104,0.0,5.0,0.000210167679415,0.3479838709677419,0.0010089738931319,118.0,0.0286268801552644,0.9655172413793104,0.0,6.0,0.0009798086221983,0.355406538139145,0.0010669864868804,105.0,0.0384756320996702,0.9310344827586208,0.0,4.0,0.0,0.3588727432848965,0.0009525707295614,54.0,0.0475770925110132,0.7931034482758621,0.0,2.0,0.0,0.3615845232611699,0.0005981776876987,52.0,0.0361362056984016,0.7931034482758621,0.0,4.0,0.0001129175001519,0.3549765057667663,0.0005950933950419,73.0,0.03440150801131,0.7931034482758621,0.0,6.0,0.0003020952771296,0.3345780433159074,0.0006775183693607,73.0,0.0288880094974277,0.8275862068965517,0.0,5.0,0.0004766234531303,0.3334575260804769,0.0006348413581418,103.0,0.0318984205636419,0.9310344827586208,0.0,4.0,0.0,0.3461688059120965,0.0008230331326677,75.0,0.0380131779016725,0.5517241379310345,0.0,4.0,0.0,0.3529701443392989,0.0010463469798696
S216V,9.0,0.0254957507082152,0.1724137931034483,3.0,0.0,0.0,0.3516282473472374,0.0003843404138941,5.0,0.0125944584382871,0.1034482758620689,3.0,0.0,0.0004070263393348,0.3405822518414591,0.0003645304828216,2.0,0.0050632911392405,0.0689655172413793,2.0,0.0,0.0008177302273999,0.3158415841584158,0.0003006002037249,6.0,0.0157894736842105,0.1724137931034483,4.0,0.0,0.0003713548548459,0.3136134453781513,0.0007107378905658,5.0,0.0153846153846153,0.1379310344827586,3.0,0.0,0.0,0.3108288770053476,0.0006298662994532,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0060422960725075,0.0689655172413793,2.0,0.0,0.0012482788005159,0.2663316582914573,0.0005632392694252,4.0,0.0155038759689922,0.1379310344827586,2.0,0.0,0.0,0.2687108473458622,0.001036618047614,2.0,0.008695652173913,0.0689655172413793,2.0,0.0,0.0013467144171102,0.2652923284893545,0.0006915771619785,2.0,0.0079365079365079,0.0689655172413793,2.0,0.0,0.000791847133536,0.263893299460146,0.0006154452361164,4.0,0.0158102766798418,0.1379310344827586,3.0,0.0,0.0001636283987738,0.2824716267339218,0.0007125606470197,5.0,0.0245098039215686,0.1724137931034483,3.0,0.0,0.000736209962255,0.3071379547014413,0.0007181604896328,4.0,0.0197044334975369,0.1379310344827586,2.0,0.0,0.0,0.3015926804473059,0.0006212082022334,3.0,0.024,0.1034482758620689,1.0,0.0,0.0,0.2641590737730867,0.0007776929973545
S655V,96.0,0.1288590604026845,0.6551724137931034,0.0,7.0,0.0,0.3389770723104056,0.0004781323751766,72.0,0.1292639138240574,0.5172413793103449,0.0,6.0,0.0,0.3379742429516185,0.0004337830491542,38.0,0.0877598152424942,0.4137931034482758,0.0,6.0,0.0,0.33984375,0.0003488807389473,39.0,0.0766208251473477,0.5862068965517241,0.0,6.0,0.0,0.3433934486566065,0.0003693207726492,46.0,0.084870848708487,0.5862068965517241,0.0,7.0,0.0003246181951789,0.3441894892672095,0.0004240135741807,34.0,0.0880829015544041,0.3793103448275862,0.0,4.0,0.0002731425703346,0.3484198205228248,0.0004056080412911,23.0,0.066860465116279,0.3793103448275862,0.0,3.0,0.0,0.3471440064360418,0.0003654078591651,39.0,0.0828025477707006,0.5172413793103449,0.0,3.0,0.0,0.353628023352794,0.0004684707955958,62.0,0.0933734939759036,0.7586206896551724,0.0,5.0,0.00136595808523,0.3630289532293986,0.0006395372041517,84.0,0.1031941031941031,0.8275862068965517,0.0,6.0,0.0003433198415104,0.3729216152019002,0.0008345191642367,55.0,0.0859375,0.5862068965517241,0.0,5.0,0.0,0.355584082156611,0.0006190569332787,26.0,0.0593607305936073,0.4827586206896552,0.0,4.0,0.0,0.3325909428359317,0.0003487636640046,53.0,0.0887772194304857,0.6551724137931034,0.0,4.0,0.0,0.3329613095238095,0.0005050937547124,56.0,0.087227414330218,0.5862068965517241,0.0,4.0,0.0,0.3467082197117258,0.000522284628091,22.0,0.094017094017094,0.2413793103448276,0.0,3.0,0.0,0.3526505697405309,0.0004407293820559
S577V,177.0,0.0713709677419354,0.9310344827586208,0.0,8.0,0.0,0.3392163783974585,0.0007466321805088,131.0,0.0591422121896162,0.9310344827586208,0.0,9.0,0.0,0.3391547327977646,0.0006611993898164,115.0,0.0510657193605683,0.9655172413793104,0.0,9.0,0.0008289428947858,0.3405693950177936,0.0007353953112282,121.0,0.0515991471215351,0.9655172413793104,0.0,9.0,0.0,0.3441534489118406,0.0008055189723075,106.0,0.0531328320802005,1.0,0.0,8.0,0.0,0.3441894892672095,0.0007623487895309,79.0,0.0369504209541627,0.896551724137931,0.0,8.0,0.0,0.3517132729421032,0.0007232489466307,70.0,0.0290335960182496,0.7241379310344828,0.0,8.0,0.0002672130030028,0.3491100323624595,0.0007554164849101,76.0,0.0307443365695792,0.7931034482758621,0.0,8.0,0.0,0.355108877721943,0.0007560335840261,87.0,0.0373871938117748,0.9310344827586208,0.0,8.0,0.0005841578358033,0.3643272239606616,0.0008391699011155,98.0,0.0437109723461195,0.9310344827586208,0.0,7.0,0.0,0.3732762719923918,0.0009521626596142,85.0,0.039297272306981,0.8620689655172413,0.0,7.0,0.0006889986239395,0.3580353295993106,0.0008636919126181,76.0,0.0331732867743343,0.8275862068965517,0.0,6.0,0.0,0.3345780433159074,0.0006992994548013,67.0,0.0314553990610328,0.7586206896551724,0.0,6.0,0.0,0.3337061894108874,0.0005996036968068,94.0,0.0437616387337057,0.8620689655172413,0.0,5.0,0.0,0.3469785575048733,0.0007674297814869,65.0,0.057471264367816,0.5517241379310345,0.0,5.0,0.0,0.3536110342972459,0.0009334955499834
S403V,11.0,0.0696202531645569,0.3103448275862069,5.0,0.0,0.0010036430748525,0.3584483401715778,0.0004555217651838,2.0,0.0689655172413793,0.0689655172413793,2.0,0.0,0.000821655014174,0.3347121682178559,0.0002365932095522,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.0425531914893617,0.1034482758620689,2.0,0.0,0.0,0.2813536828135368,0.0007169504879777,5.0,0.0331125827814569,0.1379310344827586,3.0,0.0,0.0018858075421825,0.2893148739794107,0.00091712840463,3.0,0.0209790209790209,0.1034482758620689,2.0,0.0,0.0,0.2755352755352755,0.0007454701449747,2.0,0.0206185567010309,0.0689655172413793,1.0,0.0,0.0,0.2620624408703879,0.0004892024728905,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0240963855421686,0.0689655172413793,1.0,0.0,0.0,0.2776054590570719,0.0003433392758493,3.0,0.0461538461538461,0.1034482758620689,1.0,0.0,0.0,0.2875605815831987,0.0004244952886548,1.0,0.0454545454545454,0.0344827586206896,1.0,0.0,0.0,0.2745876307919748,0.0003691464884241
S201V,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0142857142857142,0.0344827586206896,1.0,0.0,0.0,0.2834715639810427,0.0002296560336539,2.0,0.0108695652173913,0.0689655172413793,2.0,0.0,0.0005333211936573,0.2966613672496025,0.0003453171000609,4.0,0.0222222222222222,0.1379310344827586,3.0,0.0,0.0003328609411077,0.2913533834586466,0.0005482186941987,5.0,0.0458715596330275,0.1724137931034483,3.0,0.0,0.0012433132297486,0.2985623537278502,0.0006774667705873,3.0,0.0297029702970297,0.1034482758620689,3.0,0.0,0.0012422312273059,0.2798313878080415,0.0005429602067178,2.0,0.0219780219780219,0.0689655172413793,2.0,0.0,0.0007801448822064,0.2739018087855297,0.0004629028076749,1.0,0.0125,0.0344827586206896,1.0,0.0,0.0,0.272302038088874,0.0003233608455059,2.0,0.0259740259740259,0.0689655172413793,1.0,0.0,0.0,0.2572926909210095,0.0005467995471193,6.0,0.0571428571428571,0.1379310344827586,2.0,0.0,0.0,0.2831345826235094,0.0011985850947515,5.0,0.0442477876106194,0.1034482758620689,2.0,0.0,0.0,0.2815839094908862,0.0007976622920582,7.0,0.0636363636363636,0.2068965517241379,3.0,0.0,0.0003276474726245,0.2942143326758711,0.0008041577434737,9.0,0.0891089108910891,0.2758620689655172,4.0,0.0,0.0011713606338577,0.3034435731333106,0.0009649841200148,3.0,0.0638297872340425,0.1034482758620689,2.0,0.0,0.0,0.2787138134371494,0.0007459962689711
S283V,4.0,0.0625,0.1379310344827586,2.0,0.0,0.0,0.3022963195973576,0.0002730649295899,3.0,0.081081081081081,0.1034482758620689,2.0,0.0,0.0,0.2997838839147885,0.0002833826044838,7.0,0.1272727272727272,0.2068965517241379,4.0,0.0,0.0011577639925154,0.3198529411764705,0.0006325924885019,8.0,0.1702127659574468,0.2413793103448276,3.0,0.0,0.0005199719757719,0.2914714151827554,0.0008647020708115,4.0,0.1333333333333333,0.1379310344827586,3.0,0.0,0.0008009239759776,0.2908067542213883,0.0005485221288921,5.0,0.2777777777777778,0.1724137931034483,4.0,0.0,0.0033762638974761,0.304258943781942,0.0006775462029915,5.0,0.131578947368421,0.1379310344827586,4.0,0.0,0.0015747843399379,0.2992371705963939,0.0008072660395383,4.0,0.0888888888888888,0.1034482758620689,2.0,0.0,0.0,0.2794990112063283,0.0007688642634203,5.0,0.15625,0.1724137931034483,1.0,0.0,0.0,0.272302038088874,0.0008815101098828,4.0,0.125,0.1379310344827586,1.0,0.0,0.0,0.2713446249567922,0.0008235001047323,3.0,0.0857142857142857,0.1034482758620689,2.0,0.0,0.0,0.2772772772772773,0.0006283716684628,3.0,0.1,0.1034482758620689,2.0,0.0,0.0,0.2767140210006176,0.0005241760372288,4.0,0.1,0.1379310344827586,1.0,0.0,0.0,0.273365913255956,0.000547680414284,4.0,0.125,0.1379310344827586,1.0,0.0,0.0,0.2730899048787972,0.0005286553840378,0.0,0.0,0.0,0.0,0.0,,,
